analyzer_id,source_port,source_protocol,target_port,target_protocol
1,53376,4,2222,4
1,39882,4,2222,4
1,39892,4,2222,4
1,57987,4,2222,4
1,35816,4,2222,4
1,35952,4,2222,4
1,36354,4,2222,4
1,55528,4,2222,4
1,59608,4,2222,4
1,35292,4,2222,4
1,36190,4,2222,4
1,37186,4,2222,4
1,41900,4,2222,4
1,41902,4,2222,4
1,58298,4,2222,4
1,55478,4,2222,4
1,59194,4,2222,4
1,59210,4,2222,4
1,57170,4,2222,4
1,57286,4,2222,4
1,40640,4,2222,4
1,57682,4,2222,4
1,41108,4,2222,4
1,48176,4,2222,4
1,41482,4,2222,4
1,49796,4,2222,4
1,50290,4,2222,4
1,55196,4,2222,4
1,56090,4,2222,4
